Family,Sub-family,Product Name,Year,Amount  USD,Gross Amount  USD,Net Amount  USD,Quantity,Profit Margin,Average Price
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,270.27,270.27,55.87,1.0,-0.7932807932807933,55.87
SEA FREIGHT,EXPORT,LOCAL TRANSPORTATION FOR EXPORTED CARGO,2021,150.0,150.0,103.89,1.0,-0.3074,103.89
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,155.0,155.0,101.58,2.0,-0.3446451612903226,50.79
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,2500.0,2500.0,107.25,1.0,-0.9571,107.25
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2021,2750.0,2750.0,109.76,1.0,-0.9600872727272727,109.76
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,350.0,350.0,143.99,1.0,-0.5886,143.99
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,100.7207207,100.7207207,121.65,1.0,0.20779517019480584,121.65
SEA FREIGHT,EXPORT,CARGO X FEE,2021,-200.0,-200.0,140.22,-1.0,-1.7011,-140.22
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,2893.0,2893.0,132.89,1.0,-0.9540649844452126,132.89
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,250.0,250.0,126.99,1.0,-0.49204000000000003,126.99
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2021,7300.0,7300.0,125.67,1.0,-0.9827849315068493,125.67
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,134.58733,134.58733,78.84,4.0,-0.414209346451854,19.71
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,315.0,315.0,82.06,3.0,-0.7394920634920635,27.353333333333335
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,275.0,275.0,58.68,1.0,-0.7866181818181818,58.68
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,1074.0,1074.0,121.98,3.0,-0.8864245810055865,40.660000000000004
SEA FREIGHT,CLEARANCE ,ADDITIONAL EXPENSES,2021,89.36,89.36,79.13,1.0,-0.11448075201432413,79.13
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2021,50.0,50.0,122.14,1.0,1.4428,122.14
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,231.0,231.0,100.13,1.0,-0.5665367965367966,100.13
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,132.0,132.0,115.07,4.0,-0.12825757575757582,28.7675
AIR FREIGHT,IMPORT,AIR FREIGHT - IMPORT,2021,490.9161,490.9161,57.28,1.0,-0.8833201844469961,57.28
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,445.0,445.0,104.25,1.0,-0.7657303370786517,104.25
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2021,180.0,180.0,119.03,1.0,-0.3387222222222222,119.03
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,99.0,99.0,50.93,1.0,-0.4855555555555556,50.93
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,2250.0,2250.0,120.62,1.0,-0.9463911111111112,120.62
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,100.0,100.0,66.82,1.0,-0.3318000000000001,66.82
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,350.0,350.0,143.33,1.0,-0.5904857142857143,143.33
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,366.0,366.0,53.17,1.0,-0.8547267759562841,53.17
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,-100.0,-100.0,137.41,-1.0,-2.3741,-137.41
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2021,1000.0,1000.0,139.1,1.0,-0.8609,139.1
SEA FREIGHT,EXPORT,LOCAL TRANSPORTATION FOR EXPORTED CARGO,2021,100.0,100.0,87.61,1.0,-0.12390000000000001,87.61
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2021,50.0,50.0,52.82,1.0,0.056400000000000006,52.82
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,150.0,150.0,102.34,1.0,-0.3177333333333333,102.34
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,63.32,1.0,-0.8288648648648649,63.32
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,264.0,264.0,51.96,2.0,-0.8031818181818181,25.98
STORAGE/WAREHOUSING,JIYEH,LOADING/OFFLOADING (VAT),2021,112.0,112.0,125.35,1.0,0.11919642857142852,125.35
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,99.0,99.0,148.58,1.0,0.5008080808080809,148.58
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,198.0,198.0,75.38,6.0,-0.6192929292929293,12.563333333333333
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,135.0,135.0,87.35,4.0,-0.352962962962963,21.8375
SEA FREIGHT,EXPORT,CARGO X FEE,2021,175.0,175.0,115.47,1.0,-0.34017142857142857,115.47
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2021,23700.0,23700.0,72.89,1.0,-0.9969244725738396,72.89
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,175.0,175.0,70.73,1.0,-0.5958285714285714,70.73
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,527.8,527.8,81.87,1.0,-0.8448844259189087,81.87
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,625.0,625.0,68.11,1.0,-0.8910239999999999,68.11
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,225.0,225.0,110.1,1.0,-0.5106666666666667,110.1
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2021,50.0,50.0,106.19,1.0,1.1238,106.19
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,193.28,193.28,50.09,2.0,-0.7408423013245033,25.045
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2021,400.0,400.0,81.37,1.0,-0.796575,81.37
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,32.0,32.0,88.19,1.0,1.7559375,88.19
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,365.0,365.0,102.45,1.0,-0.7193150684931507,102.45
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2021,500.0,500.0,148.5,2.0,-0.703,74.25
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,6795.0,6795.0,93.89,4.0,-0.9861824871228845,23.4725
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,365.0,365.0,65.2,1.0,-0.8213698630136986,65.2
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,650.0,650.0,86.52,3.0,-0.8668923076923077,28.84
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,925.0,925.0,77.87,1.0,-0.9158162162162162,77.87
SEA FREIGHT,EXPORT,LOCAL TRANSPORTATION FOR EXPORTED CARGO,2021,65.0,65.0,91.04,1.0,0.4006153846153847,91.04
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,66.0,66.0,90.19,1.0,0.36651515151515146,90.19
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,250.0,250.0,145.28,1.0,-0.41888,145.28
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,33.0,33.0,134.38,1.0,3.072121212121212,134.38
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,246.87934,246.87934,63.18,4.0,-0.7440855115701459,15.795
SEA FREIGHT,IMPORT,BANK CHARGES,2021,100.53,100.53,124.46,1.0,0.23803839649855757,124.46
SEA FREIGHT,EXPORT,STORAGE AT JADRA (VAT),2021,1535.0,1535.0,104.24,2.0,-0.9320912052117264,52.12
AIR FREIGHT,EXPORT,SECURITY FOR AIR FREIGHT CARGO,2021,122.0,122.0,120.16,1.0,-0.015081967213114783,120.16
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,500.0,500.0,59.34,1.0,-0.8813199999999999,59.34
SEA FREIGHT,IMPORT,BANK CHARGES,2021,25.691,25.691,120.48,1.0,3.6895800085633104,120.48
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,470.0,470.0,118.88,1.0,-0.7470638297872341,118.88
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,25.0,25.0,53.09,1.0,1.1236000000000002,53.09
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,66.0,66.0,107.03,1.0,0.6216666666666667,107.03
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,800.0,800.0,71.93,1.0,-0.9100874999999999,71.93
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,64.35,1.0,-0.826081081081081,64.35
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,650.0,650.0,146.24,2.0,-0.7750153846153846,73.12
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,275.0,275.0,86.85,1.0,-0.6841818181818182,86.85
SEA FREIGHT,IMPORT,PORT FORMALITIES (VAT),2021,250.0,250.0,114.86,1.0,-0.5405599999999999,114.86
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,1187.0,1187.0,85.18,5.0,-0.9282392586352147,17.036
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,25.0,25.0,133.51,1.0,4.3404,133.51
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,1397.0,1397.0,58.28,3.0,-0.9582820329277022,19.426666666666666
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,30.0,30.0,127.85,1.0,3.2616666666666663,127.85
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,33.0,33.0,134.91,1.0,3.088181818181818,134.91
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,400.0,400.0,98.99,1.0,-0.752525,98.99
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,275.0,275.0,149.75,2.0,-0.45545454545454545,74.875
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2021,350.0,350.0,92.07,1.0,-0.7369428571428571,92.07
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,180.0,180.0,120.54,1.0,-0.3303333333333333,120.54
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2021,124.0,124.0,66.34,1.0,-0.46499999999999997,66.34
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,315.0,315.0,119.39,2.0,-0.6209841269841271,59.695
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,3569.44052,3569.44052,100.43,6.0,-0.9718639379372541,16.738333333333333
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,100.0,100.0,90.36,1.0,-0.0964,90.36
SEA FREIGHT,IMPORT,ADDITIONAL CHARGES (VAT),2021,50.0,50.0,110.17,1.0,1.2034,110.17
SEA FREIGHT,EXPORT,LOADING/OFFLOADING (VAT),2021,200.0,200.0,67.13,1.0,-0.66435,67.13
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,129.6,1.0,-0.6497297297297298,129.6
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,14.87844,14.87844,53.18,1.0,2.574299456125777,53.18
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2021,100.0,100.0,63.47,1.0,-0.3653,63.47
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2021,100.0,100.0,64.17,1.0,-0.3583,64.17
STORAGE/WAREHOUSING,COCODILLE,STORAGE AT COCODILLE-VAT,2021,267.0,267.0,139.76,2.0,-0.4765543071161049,69.88
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,33.0,33.0,55.57,1.0,0.683939393939394,55.57
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,80.0,80.0,135.44,2.0,0.693,67.72
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,365.0,365.0,148.08,1.0,-0.5943013698630136,148.08
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,66.0,66.0,78.25,1.0,0.1856060606060606,78.25
SEA FREIGHT,IMPORT,BANK CHARGES,2021,36.0,36.0,79.31,1.0,1.2030555555555555,79.31
AIR FREIGHT,IMPORT,ADDITIONAL CHARGES (VAT) AIR-IMPORT,2021,525.0,525.0,61.62,3.0,-0.8826285714285714,20.54
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,662.0,662.0,70.22,2.0,-0.8939274924471299,35.11
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,220.0,220.0,102.39,1.0,-0.5345909090909091,102.39
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2021,1500.0,1500.0,64.57,1.0,-0.9569533333333333,64.57
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,40.0,40.0,89.87,1.0,1.24675,89.87
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,142.58,1.0,-0.2870999999999999,142.58
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,1100.0,1100.0,140.45,1.0,-0.8723181818181818,140.45
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,340.0,340.0,60.64,1.0,-0.8216470588235294,60.64
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,120.6,1.0,-0.397,120.6
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,55.0,55.0,120.04,1.0,1.1825454545454546,120.04
SEA FREIGHT,EXPORT,DRUG INSPECTION,2021,250.0,250.0,78.57,1.0,-0.68572,78.57
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,450.0,450.0,131.03,1.0,-0.7088222222222222,131.03
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,25.0,25.0,52.33,1.0,1.0932,52.33
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,16762.0,16762.0,133.05,2.0,-0.9920624030545282,66.525
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2021,7525.0,7525.0,134.88,1.0,-0.9820757475083056,134.88
LAND FREIGHT,EXPORT,EXPORT FORMALITIES FOR LND FRT CARGO,2021,80.0,80.0,87.2,1.0,0.09000000000000004,87.2
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,146.42446,146.42446,88.55,4.0,-0.3952513125197799,22.1375
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,250.0,250.0,92.49,1.0,-0.6300399999999999,92.49
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,4628.0,4628.0,95.31,1.0,-0.979405790838375,95.31
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,33.0,33.0,92.18,1.0,1.7933333333333334,92.18
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,55.18,1.0,-0.7241,55.18
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,8.19451,8.19451,102.07,2.0,11.455900352797178,51.035
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,80.0,80.0,134.12,2.0,0.6765000000000001,67.06
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,500.0,500.0,147.67,1.0,-0.7046600000000001,147.67
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2021,175.0,175.0,67.02,1.0,-0.6170285714285715,67.02
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2021,100.0,100.0,122.33,1.0,0.22329999999999997,122.33
SEA FREIGHT,EXPORT,STORAGE AT JADRA (VAT),2021,224.0,224.0,85.88,1.0,-0.6166071428571429,85.88
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,242.8,242.8,62.4,1.0,-0.742998352553542,62.4
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,141.37,1.0,-0.6179189189189189,141.37
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,33.0,33.0,70.37,1.0,1.1324242424242426,70.37
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,110.0,110.0,96.88,1.0,-0.11927272727272731,96.88
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,527.8,527.8,106.53,1.0,-0.7981621826449413,106.53
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,500.0,500.0,74.5,1.0,-0.851,74.5
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2021,2312.5,2312.5,104.11,1.0,-0.9549794594594594,104.11
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,66.0,66.0,85.79,1.0,0.2998484848484849,85.79
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,66.0,66.0,104.94,2.0,0.59,52.47
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,1150.0,1150.0,70.49,3.0,-0.9387043478260869,23.496666666666666
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,450.0,450.0,97.52,1.0,-0.7832888888888889,97.52
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,350.0,350.0,105.68,1.0,-0.6980571428571428,105.68
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,1800.0,1800.0,134.78,2.0,-0.9251222222222223,67.39
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,400.0,400.0,119.63,1.0,-0.700925,119.63
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,975.0,975.0,51.81,1.0,-0.9468615384615385,51.81
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,119.12,1.0,-0.6780540540540541,119.12
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2021,330.0,330.0,105.35,1.0,-0.6807575757575758,105.35
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,44.0,44.0,149.01,1.0,2.3865909090909088,149.01
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,25.0,25.0,57.29,1.0,1.2915999999999999,57.29
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,780.0,780.0,136.14,1.0,-0.8254615384615385,136.14
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,76.6,1.0,-0.7929729729729729,76.6
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,2625.0,2625.0,89.92,1.0,-0.9657447619047619,89.92
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,400.0,400.0,67.18,1.0,-0.83205,67.18
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,110.0,110.0,103.21,1.0,-0.06172727272727278,103.21
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,15.0,15.0,83.92,1.0,4.594666666666667,83.92
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,3154.0,3154.0,108.59,5.0,-0.965570703868104,21.718
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,85.0,85.0,138.06,3.0,0.6242352941176471,46.02
SEA FREIGHT,EXPORT,TRUCK DETENTION,2021,100.0,100.0,89.06,1.0,-0.10939999999999998,89.06
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,77.18,1.0,-0.6141,77.18
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,70.0,70.0,67.7,1.0,-0.032857142857142814,67.7
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,39.0,39.0,87.85,1.0,1.2525641025641023,87.85
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,33.0,33.0,81.76,1.0,1.4775757575757578,81.76
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,90.0,90.0,61.36,1.0,-0.31822222222222224,61.36
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2021,4025.0,4025.0,112.18,1.0,-0.9721291925465839,112.18
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,2500.0,2500.0,57.32,1.0,-0.9770719999999999,57.32
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2021,50.0,50.0,127.95,1.0,1.5590000000000002,127.95
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,250.0,250.0,56.58,1.0,-0.77368,56.58
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,400.0,400.0,74.46,1.0,-0.8138500000000001,74.46
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,20.0,20.0,82.99,1.0,3.1494999999999997,82.99
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,527.8,527.8,128.15,1.0,-0.7571996968548693,128.15
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,66.0,66.0,143.05,2.0,1.1674242424242427,71.525
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,784.56963,784.56963,59.04,3.0,-0.9247485529104664,19.68
STORAGE/WAREHOUSING,COCODILLE,STORAGE AT COCODILLE-VAT,2021,14.88,14.88,50.15,1.0,2.3702956989247306,50.15
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,80.0,80.0,89.0,2.0,0.1125,44.5
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2021,45.0,45.0,130.0,1.0,1.8888888888888888,130.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,300.0,300.0,82.85,1.0,-0.7238333333333333,82.85
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2021,350.0,350.0,90.31,1.0,-0.7419714285714286,90.31
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,112.42,1.0,-0.6961621621621621,112.42
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,201.88,201.88,50.27,7.0,-0.7509906875371507,7.1814285714285715
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,1115.70428,1115.70428,111.67,3.0,-0.8999107541292214,37.223333333333336
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2021,46.0,46.0,69.69,1.0,0.5149999999999999,69.69
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,40.0,40.0,141.55,1.0,2.5387500000000003,141.55
AIR FREIGHT,IMPORT,AIR FREIGHT - IMPORT,2021,1596.0,1596.0,112.09,1.0,-0.9297681704260652,112.09
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,80.34,1.0,-0.5982999999999999,80.34
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2021,436.0,436.0,82.6,1.0,-0.8105504587155963,82.6
SEA FREIGHT,EXPORT,DRUG INSPECTION,2021,250.0,250.0,66.4,1.0,-0.7343999999999999,66.4
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,59.53,1.0,-0.8391081081081082,59.53
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2021,32.0,32.0,83.96,1.0,1.6237499999999998,83.96
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,850.0,850.0,132.97,1.0,-0.8435647058823529,132.97
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,370.0,370.0,83.4,1.0,-0.7745945945945947,83.4
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2021,5350.0,5350.0,133.56,1.0,-0.9750355140186915,133.56
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,14.87844,14.87844,58.59,1.0,2.937912845701566,58.59
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2021,1000.0,1000.0,50.3,1.0,-0.9497000000000001,50.3
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,80.0,80.0,114.2,2.0,0.42750000000000005,57.1
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2021,300.0,300.0,117.83,1.0,-0.6072333333333334,117.83
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,135.0,135.0,135.64,4.0,0.00474074074074064,33.91
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,2250.0,2250.0,140.63,1.0,-0.9374977777777778,140.63
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2021,85.0,85.0,66.3,2.0,-0.22000000000000003,33.15
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2021,1400.0,1400.0,95.41,1.0,-0.93185,95.41
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,2400.0,2400.0,121.42,1.0,-0.9494083333333333,121.42
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,759.0,759.0,143.55,2.0,-0.8108695652173914,71.775
SEA FREIGHT,EXPORT,CUSTOMS CLEARANCE FORMALITIES AT ,2021,100.0,100.0,127.27,1.0,0.27269999999999994,127.27
SEA FREIGHT,EXPORT,CARGO X FEE,2021,175.0,175.0,106.74,1.0,-0.3900571428571429,106.74
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2021,3300.0,3300.0,82.43,1.0,-0.9750212121212122,82.43
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2021,4880.0,4880.0,85.94,1.0,-0.9823893442622952,85.94
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2021,115.0,115.0,135.84,2.0,0.18121739130434786,67.92
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2021,25.0,25.0,56.89,1.0,1.2756,56.89
SEA FREIGHT,EXPORT,CARGO X FEE,2021,200.0,200.0,101.76,1.0,-0.49119999999999997,101.76
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2021,379.57894,379.57894,79.27,4.0,-0.7911633348256888,19.8175
