Family,Sub-family,Product Name,Year,Amount  USD,Gross Amount  USD,Net Amount  USD,Quantity,Profit Margin,Average Price
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,70.0,70.0,70.0,1.0,0.0,70.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,35.0,35.0,35.0,1.0,0.0,35.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,50.0,50.0,50.0,1.0,0.0,50.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2050.0,2050.0,2050.0,1.0,0.0,2050.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2300.0,2300.0,2300.0,1.0,0.0,2300.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,10750.0,10750.0,10750.0,5.0,0.0,2150.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,1250.0,1250.0,1250.0,1.0,0.0,1250.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,5500.0,5500.0,5500.0,5.0,0.0,1100.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,1250.0,1250.0,1250.0,1.0,0.0,1250.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,CUSTOMS CLEARANCE FORMALITIES AT ,2023,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,206.0,206.0,206.0,2.0,0.0,103.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,3840.0,3840.0,3840.0,1.0,0.0,3840.0
SEA FREIGHT,EXPORT,LOADING/OFFLOADING,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,202.0,202.0,202.0,1.0,0.0,202.0
SEA FREIGHT,EXPORT,CUSTOMS CLEARANCE FORMALITIES AT ,2023,135.0,135.0,135.0,1.0,0.0,135.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,4880.0,4880.0,4880.0,1.0,0.0,4880.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,325.0,325.0,325.0,2.0,0.0,162.5
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,2290.0,2290.0,2290.0,1.0,0.0,2290.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,3617.0,3617.0,3617.0,1.0,0.0,3617.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,160.0,160.0,160.0,2.0,0.0,80.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,2430.0,2430.0,2430.0,1.0,0.0,2430.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2024,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,3230.0,3230.0,3230.0,1.0,0.0,3230.0
SEA FREIGHT,EXPORT,COURRIER FEE,2023,60.0,60.0,60.0,1.0,0.0,60.0
SEA FREIGHT,EXPORT,COURRIER FEE,2024,60.0,60.0,60.0,1.0,0.0,60.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,125.0,125.0,125.0,1.0,0.0,125.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,125.0,125.0,125.0,1.0,0.0,125.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES(VAT),2024,150.0,150.0,166.5,1.0,0.11,166.5
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,295.0,295.0,295.0,3.0,0.0,98.33333333333333
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,992.0,992.0,992.0,1.0,0.0,992.0
SEA FREIGHT,EXPORT,LOCAL TRANSPORTATION FOR EXPORTED CARGO,2024,65.0,65.0,65.0,1.0,0.0,65.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,170.0,170.0,170.0,1.0,0.0,170.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,3300.0,3300.0,3300.0,1.0,0.0,3300.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,3300.0,3300.0,3300.0,1.0,0.0,3300.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,500.0,500.0,500.0,1.0,0.0,500.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2023,250.0,250.0,250.0,2.0,0.0,125.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,4650.0,4650.0,4650.0,1.0,0.0,4650.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,225.0,225.0,225.0,1.0,0.0,225.0
SEA FREIGHT,EXPORT,LOADING/OFFLOADING,2023,50.0,50.0,50.0,1.0,0.0,50.0
SEA FREIGHT,EXPORT,LOCAL TRANSPORTATION FOR EXPORTED CARGO,2023,225.0,225.0,225.0,1.0,0.0,225.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,3100.0,3100.0,3100.0,1.0,0.0,3100.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,4600.0,4600.0,4600.0,1.0,0.0,4600.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,2700.0,2700.0,2700.0,1.0,0.0,2700.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES(VAT),2024,250.0,250.0,277.5,1.0,0.11,277.5
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,325.0,325.0,325.0,2.0,0.0,162.5
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,5598.0,5598.0,5598.0,1.0,0.0,5598.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2700.0,2700.0,2700.0,1.0,0.0,2700.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2700.0,2700.0,2700.0,1.0,0.0,2700.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2700.0,2700.0,2700.0,1.0,0.0,2700.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2800.0,2800.0,2800.0,1.0,0.0,2800.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2020.0,2020.0,2020.0,1.0,0.0,2020.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,20.0,20.0,20.0,1.0,0.0,20.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2024,585.0,585.0,585.0,1.0,0.0,585.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,-85.0,-85.0,-85.0,-1.0,-0.0,85.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2493.0,2493.0,2493.0,1.0,0.0,2493.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2024,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,3235.0,3235.0,3235.0,2.0,0.0,1617.5
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,115.0,115.0,115.0,2.0,0.0,57.5
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,475.0,475.0,475.0,1.0,0.0,475.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,1640.0,1640.0,1640.0,1.0,0.0,1640.0
SEA FREIGHT,EXPORT,COURRIER FEE,2023,50.0,50.0,50.0,1.0,0.0,50.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,2500.0,2500.0,2500.0,1.0,0.0,2500.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,2665.0,2665.0,2665.0,1.0,0.0,2665.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2250.0,2250.0,2250.0,1.0,0.0,2250.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2700.0,2700.0,2700.0,1.0,0.0,2700.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,115.0,115.0,115.0,2.0,0.0,57.5
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,475.0,475.0,475.0,1.0,0.0,475.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,1870.0,1870.0,1870.0,1.0,0.0,1870.0
SEA FREIGHT,EXPORT,COURRIER FEE,2023,50.0,50.0,50.0,1.0,0.0,50.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2700.0,2700.0,2700.0,1.0,0.0,2700.0
SEA FREIGHT,EXPORT,TRUCK DETENTION,2023,35.0,35.0,35.0,1.0,0.0,35.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,2500.0,2500.0,2500.0,1.0,0.0,2500.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,2500.0,2500.0,2500.0,1.0,0.0,2500.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,825.0,825.0,825.0,1.0,0.0,825.0
SEA FREIGHT,EXPORT,LOCAL TRANSPORTATION FOR EXPORTED CARGO,2023,150.0,150.0,150.0,1.0,0.0,150.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,825.0,825.0,825.0,1.0,0.0,825.0
SEA FREIGHT,EXPORT,LOCAL TRANSPORTATION FOR EXPORTED CARGO,2023,150.0,150.0,150.0,1.0,0.0,150.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,825.0,825.0,825.0,1.0,0.0,825.0
SEA FREIGHT,EXPORT,LOCAL TRANSPORTATION FOR EXPORTED CARGO,2023,150.0,150.0,150.0,1.0,0.0,150.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,400.0,400.0,400.0,1.0,0.0,400.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,400.0,400.0,400.0,1.0,0.0,400.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2023,33.0,33.0,33.0,1.0,0.0,33.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2024,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2370.0,2370.0,2370.0,1.0,0.0,2370.0
SEA FREIGHT,EXPORT,LOADING/OFFLOADING,2024,44.0,44.0,44.0,1.0,0.0,44.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2024,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,3270.0,3270.0,3270.0,1.0,0.0,3270.0
SEA FREIGHT,EXPORT,LOADING/OFFLOADING,2024,57.0,57.0,57.0,1.0,0.0,57.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,1650.0,1650.0,1650.0,1.0,0.0,1650.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,1750.0,1750.0,1750.0,1.0,0.0,1750.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,850.0,850.0,850.0,1.0,0.0,850.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,850.0,850.0,850.0,1.0,0.0,850.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2023,850.0,850.0,850.0,1.0,0.0,850.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,875.0,875.0,875.0,1.0,0.0,875.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2023,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,875.0,875.0,875.0,1.0,0.0,875.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,1700.0,1700.0,1700.0,1.0,0.0,1700.0
SEA FREIGHT,EXPORT,COURRIER FEE,2023,50.0,50.0,50.0,1.0,0.0,50.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,2500.0,2500.0,2500.0,1.0,0.0,2500.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2024,525.0,525.0,525.0,1.0,0.0,525.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,33.0,33.0,33.0,1.0,0.0,33.0
SEA FREIGHT,EXPORT,CARGO X FEE,2024,50.0,50.0,50.0,1.0,0.0,50.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2024,300.0,300.0,300.0,1.0,0.0,300.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,500.0,500.0,500.0,1.0,0.0,500.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,33.0,33.0,33.0,1.0,0.0,33.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,500.0,500.0,500.0,1.0,0.0,500.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2024,500.0,500.0,500.0,1.0,0.0,500.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2024,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,66.0,66.0,66.0,2.0,0.0,33.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,500.0,500.0,500.0,1.0,0.0,500.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2023,33.0,33.0,33.0,1.0,0.0,33.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2024,525.0,525.0,525.0,1.0,0.0,525.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2024,525.0,525.0,525.0,1.0,0.0,525.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,500.0,500.0,500.0,1.0,0.0,500.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2023,132.0,132.0,132.0,4.0,0.0,33.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,500.0,500.0,500.0,1.0,0.0,500.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2023,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2023,132.0,132.0,132.0,4.0,0.0,33.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,500.0,500.0,500.0,1.0,0.0,500.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,500.0,500.0,500.0,1.0,0.0,500.0
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2023,500.0,500.0,500.0,1.0,0.0,500.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,190.0,190.0,190.0,1.0,0.0,190.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,575.0,575.0,575.0,1.0,0.0,575.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,2258.0,2258.0,2258.0,1.0,0.0,2258.0
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2024,175.0,175.0,175.0,1.0,0.0,175.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,2258.0,2258.0,2258.0,1.0,0.0,2258.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2023,2288.0,2288.0,2288.0,1.0,0.0,2288.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,3465.0,3465.0,3465.0,1.0,0.0,3465.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,3590.0,3590.0,3590.0,1.0,0.0,3590.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,330.0,330.0,330.0,1.0,0.0,330.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,231.0,231.0,231.0,1.0,0.0,231.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,231.0,231.0,231.0,1.0,0.0,231.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,231.0,231.0,231.0,1.0,0.0,231.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,330.0,330.0,330.0,1.0,0.0,330.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,-100.0,-100.0,-100.0,-1.0,-0.0,100.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,-100.0,-100.0,-100.0,-1.0,-0.0,100.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,-100.0,-100.0,-100.0,-1.0,-0.0,100.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,16.0,16.0,16.0,1.0,0.0,16.0
SEA FREIGHT,EXPORT,CARGO X FEE,2024,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,DRUG INSPECTION,2024,250.0,250.0,250.0,1.0,0.0,250.0
SEA FREIGHT,EXPORT,CARGO X FEE,2024,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,33.0,33.0,33.0,1.0,0.0,33.0
SEA FREIGHT,EXPORT,CARGO X FEE,2024,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,33.0,33.0,33.0,1.0,0.0,33.0
SEA FREIGHT,EXPORT,CARGO X FEE,2024,25.0,25.0,25.0,1.0,0.0,25.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,33.0,33.0,33.0,1.0,0.0,33.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,-375.0,-375.0,-375.0,-1.0,-0.0,375.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,-375.0,-375.0,-375.0,-1.0,-0.0,375.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,-375.0,-375.0,-375.0,-1.0,-0.0,375.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,-375.0,-375.0,-375.0,-1.0,-0.0,375.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2024,33.0,33.0,33.0,1.0,0.0,33.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,850.0,850.0,850.0,1.0,0.0,850.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2024,100.0,100.0,100.0,1.0,0.0,100.0
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2024,975.0,975.0,975.0,1.0,0.0,975.0
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2024,275.0,275.0,275.0,2.0,0.0,137.5
SEA FREIGHT,EXPORT,CARGO X FEE,2024,200.0,200.0,200.0,1.0,0.0,200.0
