Family,Sub-family,Address,Barcode,Base Unit,Branch,Brand,City,Client Category 1,Client Category 2,Client Category 3,Client Code,Client ID,Client Name,Cost Center,Cur,Date,Invoice,Product Code,Product Description,Product Name,Project,Unit,Year,Amount,Amount  LBP,Amount  USD,Gross Amount,Gross Amount  LBP,Gross Amount  USD,Net Amount,Net Amount  LBP,Net Amount  USD,Net Quantity,Net Selling,Quantity
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,26/12/2024,SA/2024/1375,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,3224,288548000,3224,3224,288548000,3224,3224,0,14.43,2,3224,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,450,40275000,450,450,40275000,450,450,0,22.95,1,450,1
SEA FREIGHT,EXPORT,MATAM - MADINA MOSQUE GARE REUTIERE ,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1536,ETS LIBRAIRIE ISLAMIQUE/CONAKRY,OPERATION ACTIVITIES,USD,2/8/2024,SA/2024/661,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,2650,237175000,2650,2650,237175000,2650,2650,0,12.37,1,2650,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,23/04/2024,SA/2024/353,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,365,32667500,365,365,32667500,365,365,0,22.02,1,365,1
,,,,,,,,,,,,,,,,22/04/2024,SA/2024/350,STG-LAB-VAT,,LABOR (VAT),Shipment,Pcs,2019,132,11814000,132,132,11814000,132,146.52,1299540,31.58,1,132,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,18/04/2024,SA/2024/341,AF-EXP-ADD(VAT),,AIR FREIGHT EXPORT ADDITIONAL CHARGES,Shipment,Pcs,2019,175,15662500,175,175,15662500,175,194.25,1722875,12.19,2,174.98,2
AIR FREIGHT,EXPORT,Yeşilköy Mah. Atatürk Cad. B2 Blok 5. Kat Kapı No:213-,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1469,AIR TECH KARGO TASIMACILIK LTD STI,OPERATION ACTIVITIES,USD,9/10/2023,SA/2023/306,AF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2019,41,3667450,41,41,3667450,41,41,0,37.05,2,41,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2019,200,17890000,200,200,17890000,200,200,0,41.04,1,14.87,1
AIR FREIGHT,EXPORT,"AL JAMOUS 
MOUNT LEBANON
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1478,AL MARIAM FOR PRINTING AND TRADING SARL,OPERATION ACTIVITIES,USD,17/10/2023,SA/2023/133,AF-EXP-CF,,EXPORT FORMALITIES AF CARGO,Shipment,Pcs,2019,150,13417500,150,150,13417500,150,150,0,33.94,1,150,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,500,44750000,500,500,44750000,500,500,0,48.01,1,500,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/402,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,25,2236250,25,25,2236250,25,25,0,39.66,1,25,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-LOC-TRP-VAT,,LOCAL TRANSPORTATION (VAT),Shipment,Pcs,2019,140,12530000,140,140,12530000,140,155.4,1378300,35.32,1,140,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,24/08/2023,SA/2023/19,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,3121,278705300,3121,3121,278705300,3121,3121,0,36.13,3,3121,3
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,21/08/2023,SA/2023/43,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,115,10235000,115,115,10235000,115,115,0,19.14,2,114.76,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,300,26835000,300,300,26835000,300,300,0,46.38,1,300,1
AIR FREIGHT,EXPORT,,,,,,,,,,,1556,Mohamad Mawla,OPERATION ACTIVITIES,USD,9/4/2024,SA/2024/321,AF-EXP-FRT,,AIR FREIGHT EXPORT,Shipment,Pcs,2019,2350,210325000,2350,2350,210325000,2350,2350,0,42.45,1,2350,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,20/05/2024,SA/2024/422,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2019,335,29982500,335,335,29982500,335,371.85,3298075,24.8,3,335,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,25/06/2024,SA/2024/517,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,8005000,8005000,89.41585,8005000,8005000,89.41585,8005000,0,45.92,6,8005000,6
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/446,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,198,17711100,198,198,17711100,198,198,0,45.88,6,198,6
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/863,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,45,4027500,45,45,4027500,45,45,0,11.66,1,45,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,825,73796250,825,825,73796250,825,825,0,34.99,1,825,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,825,73796250,825,825,73796250,825,825,0,46.01,1,825,1
STORAGE/WAREHOUSING,JIYEH,,,,,,,,,,,,,,,8/4/2024,SA/2024/320,STG-LD-OF-VAT,,LOADING/OFFLOADING (VAT),Shipment,Pcs,2019,90.09,8063055,90.09,90.09,8063055,90.09,99.9999,886936.05,15.34,1,90.09,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,30/08/2024,SA/2024/803,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,45,4027500,45,45,4027500,45,45,0,42.55,1,45,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,975,87213750,975,975,87213750,975,975,0,49.42,1,975,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,975,87213750,975,975,87213750,975,975,0,34.57,1,975,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/50,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2019,500,44650000,500,500,44650000,500,500,0,37.05,1,500,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,33,2953500,33,33,2953500,33,33,0,47.16,1,33,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,26/10/2023,SA/2023/456,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,20,1789000,20,20,1789000,20,20,0,31.32,1,20,1
SEA FREIGHT,EXPORT,DATA,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1480,BOUTROS KHOURY (CULTIVO),OPERATION ACTIVITIES,USD,1/11/2023,SA/2023/500,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,25,2236250,25,25,2236250,25,25,0,26.92,1,25,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,2/1/2024,SA/2024/1,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2019,20,1790000,20,20,1790000,20,22.2,196900,32.2,1,20,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,135,12082500,135,135,12082500,135,135,0,35.62,1,135,1
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,,,,AF-IMP-FRT,,AIR FREIGHT - IMPORT,Shipment,Pcs,2019,750,67125000,750,750,67125000,750,750,0,26.45,1,750,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2019,175,15653750,175,175,15653750,175,194.25,1645875,34.97,1,175,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,400,35800000,400,400,35800000,400,400,0,27.63,1,400,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,400,35800000,400,400,35800000,400,400,0,19.74,1,400,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2019,125,11162500,125,125,11162500,125,138.75,1175625,36.69,1,125,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2019,200,17890000,200,200,17890000,200,200,0,26.49,1,60.87,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/1260,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,370,33115000,370,370,33115000,370,370,0,14.62,1,370,1
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,,,,AF-IMP-FRT,,AIR FREIGHT - IMPORT,Shipment,Pcs,2019,2050,182450000,2050,2050,182450000,2050,2050,0,23.49,1,2050,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/509,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2019,350,31307500,350,350,31307500,350,350,0,33.82,1,350,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,925,82741250,925,925,82741250,925,925,0,31.95,1,925,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,5/1/2024,SA/2024/19,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2019,50,4475000,50,50,4475000,50,55.5,492250,42.86,1,50,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/771,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,366,32757000,366,366,32757000,366,366,0,34.35,1,366,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,12/10/2023,SA/2023/327,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2019,7207207,7207207,80.57657426,7207207,7207207,80.57657426,7999999.77,792792.77,37.42,1,7207207,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,132,11814000,132,132,11814000,132,132,0,20.31,1,132,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/771,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,366,32757000,366,366,32757000,366,366,0,37.17,1,366,1
,,,,,,,,,,,,,,,,,,STG-TRSP-VAT,,TRANSPORTATION FROM-TO WAREHOUSE (VAT),Shipment,Pcs,2019,170,15206500,170,170,15206500,170,188.7,1598850,12.27,2,170,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2019,200,17900000,200,200,17900000,200,200,0,36.47,1,200,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/54,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,775,69362500,775,775,69362500,775,775,0,20.59,1,775,1
SEA FREIGHT,EXPORT,DATA,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1480,BOUTROS KHOURY (CULTIVO),OPERATION ACTIVITIES,USD,1/11/2023,SA/2023/500,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,25,2236250,25,25,2236250,25,25,0,10.52,1,25,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,20/09/2023,SA/2023/168,AF-EXP-FRT,,AIR FREIGHT EXPORT,Shipment,Pcs,2019,1000,89450000,1000,1000,89450000,1000,1000,0,19.38,1,1000,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,7/11/2024,SA/2024/1211,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2019,20,1790000,20,20,1790000,20,22.2,196900,45.7,1,20,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,30/08/2024,SA/2024/819,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2019,49.85,4461575,49.85,49.85,4461575,49.85,55.3335,490773.25,14.82,2,49.85,2
SEA FREIGHT,IMPORT,"Beirut
Bliss Street - Hamra",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1586,Sami Fleihan,OPERATION ACTIVITIES,LBP,1/8/2024,SA/2024/654,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,319556000,319556000,3569.44052,319556000,319556000,3569.44052,319556000,0,18.23,6,319556000,6
SEA FREIGHT,EXPORT,"BAKHAOUN  
North Leb",,Pcs,GIFCO 2023,DEFAULT,Tripoli,Default,,,GFC-012115,426,SAFA FOR GENERAL TRADING,OPERATION ACTIVITIES,USD,2/1/2024,SA/2024/5,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,15,1342500,15,15,1342500,15,15,0,13.17,1,15,1
SEA FREIGHT,EXPORT,"Pointe noire-DRC
facing to laborex",,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-008199,460,STE. SAIDI SPRL,OPERATION ACTIVITIES,USD,19/10/2023,SA/2023/390,SF-EXP-DR-INSP,,DRUG INSPECTION,Shipment,Pcs,2019,121,10823450,121,121,10823450,121,121,0,29.9,1,121,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2019,1760,157432000,1760,1760,157432000,1760,1760,0,44.31,1,1760,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/673,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,105,9366000,105,105,9366000,105,105,0,16.91,2,105,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/12,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,445,39605000,445,445,39605000,445,445,0,42.2,1,445,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,29/02/2024,SA/2024/166,AF-EXP-FRT,,AIR FREIGHT EXPORT,Shipment,Pcs,2019,676,60502000,676,676,60502000,676,676,0,20.27,1,676,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2023/207,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,1368,122367600,1368,1368,122367600,1368,1368,0,24.04,4,1368,4
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,21/09/2023,SA/2023/174,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,99,8855550,99,99,8855550,99,99,0,11.52,3,99,3
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,90,8055000,90,90,8055000,90,90,0,39.29,1,90,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2019,350,31325000,350,350,31325000,350,350,0,32.98,1,350,1
,,"Beirut
Bliss Street - Hamra",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1586,Sami Fleihan,OPERATION ACTIVITIES,USD,7/11/2024,SA/2024/1209,STG-TRSP-VAT,,TRANSPORTATION FROM-TO WAREHOUSE (VAT),Shipment,Pcs,2019,300,26850000,300,300,26850000,300,333,2953500,13.15,1,300,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,RS/2023/11,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2019,-200,-17890000,-200,-200,-17890000,-200,-200,0,11.9,-1,-200,-1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,975,87213750,975,975,87213750,975,975,0,29.79,1,975,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,20/10/2023,SA/2023/401,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,275,24598750,275,275,24598750,275,275,0,28.62,2,275,2
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,,,AF-EXP-EXW,,EX WORKS FOR AIRFREIGH CARGO,Shipment,Pcs,2019,10,895000,10,10,895000,10,10,0,35.49,1,10,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-TRK-DET,,TRUCK DETENTION,Shipment,Pcs,2019,100,8945000,100,100,8945000,100,100,0,39.26,1,100,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,875,78268750,875,875,78268750,875,875,0,45.36,1,875,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,USD,1/9/2023,SA/2023/64,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,4770,425961000,4770,4770,425961000,4770,4770,0,39.13,3,4770,3
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,2450,219152500,2450,2450,219152500,2450,2450,0,41.06,1,2634.9,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,33,2951850,33,33,2951850,33,33,0,16.36,1,33,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/221,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2019,200,17890000,200,200,17890000,200,200,0,39.66,1,215.1,1
SEA FREIGHT,,"ELOBOUR MARKET 
HOSSA 6 KIRAT 
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1486,EL SAMA FOR IMPORT AND EXPORT,OPERATION ACTIVITIES,USD,7/5/2024,RS/2024/14,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,-100,-8950000,-100,-100,-8950000,-100,-100,0,29.53,-1,-100,-1
AIR FREIGHT,EXPORT,"Arenco Warehouse-2,
Dubai Investment Park
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1559,Orbit Shipping Services LLC,OPERATION ACTIVITIES,USD,15/04/2024,SA/2024/326,AF-EXP-EXW,,EX WORKS FOR AIRFREIGH CARGO,Shipment,Pcs,2019,550,49225000,550,550,49225000,550,550,0,45.3,1,550,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,18/09/2024,SA/2024/969,SF-EXP-ADD-EXP(VAT),,ADDITIONAL EXPENSES(VAT),Shipment,Pcs,2019,13.51,1209145,13.51,13.51,1209145,13.51,14.996,132997,11.34,1,13.51,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-LOC-TRP-VAT,,LOCAL TRANSPORTATION (VAT),Shipment,Pcs,2019,230,20539000,230,230,20539000,230,255.3,2163150,17.84,1,230,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/531,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,20,1789000,20,20,1789000,20,20,0,48.55,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,30/07/2024,SA/2024/634,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2019,80,7160000,80,80,7160000,80,88.8,787600,38.84,2,80,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,18/10/2024,SA/2024/1101,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,471,42154500,471,471,42154500,471,471,0,19.83,1,471,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,27/11/2024,SA/2024/1272,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,370,33115000,370,370,33115000,370,370,0,31.61,1,370,1
,,,,,,,,,,,,,,,,1/10/2024,SA/2024/1026,STG-LD-OF-VAT,,LOADING/OFFLOADING (VAT),Shipment,Pcs,2019,200,17900000,200,200,17900000,200,222,1969000,20.03,1,200,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2019,500,44725000,500,500,44725000,500,500,0,25.27,2,500,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,330,29518500,330,330,29518500,330,330,0,37.3,10,330,10
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,13/10/2023,SA/2023/330,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2019,350,31307500,350,350,31307500,350,350,0,37.56,1,350,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,12/9/2023,SA/2023/130,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,250,22325000,250,250,22325000,250,250,0,17.36,1,250,1
SEA FREIGHT,EXPORT,"AL DONIYE BAKHOUN
ALA RAYAHIN STR
",,Pcs,GIFCO 2023,DEFAULT,Tripoli,Default,,,GFC-013048,98,ARWA INTERNATIONAL GROUP,OPERATION ACTIVITIES,USD,6/12/2023,SA/2023/653,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,50,4460000,50,50,4460000,50,50,0,35.07,1,50,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,875,78268750,875,875,78268750,875,875,0,17.04,1,875,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,370,33115000,370,370,33115000,370,370,0,15.23,1,370,1
,,,,,,,,,,,,,,,,,,STG-STG-JAD,,STORAGE AT JADRA (VAT),Shipment,Pcs,2019,120,10740000,120,120,10740000,120,133.2,1181400,17.32,1,120,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,RS/2024/16,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,-375,-33562500,-375,-375,-33562500,-375,-375,0,17.82,-1,-375,-1
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,,24/07/2024,SA/2024/612,AF-IMP-DO-VAT,,DELIVERY ORDER FOR IMP CARGO (VAT),Shipment,Pcs,2019,45.05,4369451.308,48.820685,45.05,4369451.308,48.820685,50.0055,480639.6438,33.6,1,45.05,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,24/10/2023,SA/2023/438,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,330,29518500,330,330,29518500,330,330,0,38.87,10,330,10
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2019,65,5814250,65,65,5814250,65,65,0,45.62,1,65,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/857,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,45,4027500,45,45,4027500,45,45,0,20.14,1,45,1
AIR FREIGHT,EXPORT,Beirut airport,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1493,SALAH CHAHINE,OPERATION ACTIVITIES,USD,8/11/2023,SA/2023/537,AF-EXP-FRT,,AIR FREIGHT EXPORT,Shipment,Pcs,2019,317,28355650,317,317,28355650,317,317,0,28.14,1,317,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,11/9/2023,SA/2023/121,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,20,1786000,20,20,1786000,20,20,0,44.04,1,20,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,USD,9/10/2023,SA/2023/302,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2019,70,6261500,70,70,6261500,70,77.7,658350,36.19,1,70,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,400,35800000,400,400,35800000,400,400,0,39.14,1,400,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,260,23270000,260,260,23270000,260,260,0,12.73,1,260,1
,,,,,,,,,,,,,,,,29/05/2024,RS/2024/19,STG-STG-JAD,,STORAGE AT JADRA (VAT),Shipment,Pcs,2019,-370,-33115000,-370,-370,-33115000,-370,-410.7,-3642650,10.65,-1,-370,-1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,975,87213750,975,975,87213750,975,975,0,10.2,1,975,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-DET,,DETENTION,Shipment,Pcs,2019,100,8950000,100,100,8950000,100,100,0,17.59,1,100,1
,,,,,,,,,,,,,,,,,,STG-STG-JAD,,STORAGE AT JADRA (VAT),Shipment,Pcs,2019,770,68915000,770,770,68915000,770,854.7,7580650,33.47,1,770,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,,,AF-EXP-SEC,,SECURITY FOR AIR FREIGHT CARGO,Shipment,Pcs,2019,51,4564500,51,51,4564500,51,51,0,32.47,1,51,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,300,26835000,300,300,26835000,300,300,0,27.74,1,300,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,4/3/2024,RS/2024/6,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,-100,-8950000,-100,-100,-8950000,-100,-100,0,13.42,-1,-100,-1
