Family,Sub-family,Address,Barcode,Base Unit,Branch,Brand,City,Client Category 1,Client Category 2,Client Category 3,Client Code,Client ID,Client Name,Cost Center,Cur,Date,Invoice,Product Code,Product Description,Product Name,Project,Unit,Year,Amount,Amount  LBP,Amount  USD,Gross Amount,Gross Amount  LBP,Gross Amount  USD,Net Amount,Net Amount  LBP,Net Amount  USD,Net Quantity,Net Selling,Quantity
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,25/01/2024,SA/2024/79,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,900,80550000,900,900,80550000,900,900,0,248.16,1,900,1
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,,19/07/2024,SA/2024/598,AF-IMP-DO-VAT,,DELIVERY ORDER FOR IMP CARGO (VAT),Shipment,Pcs,2022,54.05,4837475,54.05,54.05,4837475,54.05,59.9954,532113.3,162.79,1,54.05,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,250,22362500,250,250,22362500,250,250,0,170.26,1,250,1
AIR FREIGHT,EXPORT,Yeşilköy Mah. Atatürk Cad. B2 Blok 5. Kat Kapı No:213-,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1469,AIR TECH KARGO TASIMACILIK LTD STI,OPERATION ACTIVITIES,USD,9/10/2023,SA/2023/306,AF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2022,41,3667450,41,41,3667450,41,41,0,249.26,2,41,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/1260,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,370,0,199.77,1,370,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/623,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,15,1338000,15,15,1338000,15,15,0,201.64,1,15,1
,,,,,,,,,,,,,,,,31/05/2024,SA/2024/455,STG-LD-OF-VAT,,LOADING/OFFLOADING (VAT),Shipment,Pcs,2022,288.29,25801955,288.29,288.29,25801955,288.29,320.0019,2838215.05,189.7,1,288.29,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2022,65,5814250,65,65,5814250,65,65,0,273.36,1,65,1
SEA FREIGHT,EXPORT,"Muscat
Seeb Mabellah south 7th ",,Pcs,GIFCO 2023,DEFAULT,,Default,,,رحال للاعمال ,1512,Rahhal for international business SARL,OPERATION ACTIVITIES,USD,8/1/2024,SA/2024/23,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,250,22375000,250,250,22375000,250,250,0,265.51,1,250,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,20/11/2024,RS/2024/23,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2022,-76000,-6802000000,-76000,-76000,-6802000000,-76000,-84360,-748220000,166.36,-25,-76000,-25
AIR FREIGHT,EXPORT,"Libreville
NKOK, Plot J-2A
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-012735,48,ACE WOOD GABON SARL,OPERATION ACTIVITIES,USD,8/3/2024,SA/2024/209,AF-EXP-ADD,,AIR FREIGHT EXPORT ADDITIONAL CHARGES,Shipment,Pcs,2022,60,5370000,60,60,5370000,60,60,0,261.77,1,59.98,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,7/3/2024,SA/2024/199,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2022,175,15662500,175,175,15662500,175,175,0,265.16,1,175,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2022,85,7582000,85,85,7582000,85,94.35,799425,225.52,3,85,3
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2022,460,41170000,460,460,41170000,460,510.6,4528700,199.87,5,460,5
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,66,5903700,66,66,5903700,66,66,0,196.37,1,63.12,1
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,,,,AF-IMP-DO-VAT,,DELIVERY ORDER FOR IMP CARGO (VAT),Shipment,Pcs,2022,54.05,4837475,54.05,54.05,4837475,54.05,59.9954,532113.3,233.84,1,54.05,1
,,,,,,,,,,,,,,,,,SA/2024/760,STG-LD-OF-VAT,,LOADING/OFFLOADING (VAT),Shipment,Pcs,2022,180.18,16126110,180.18,180.18,16126110,180.18,199.9998,1773872.1,204.81,1,180.18,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,26/09/2024,SA/2024/1006,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2022,200,17900000,200,200,17900000,200,200,0,264.79,1,200,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,3/1/2024,SA/2024/15,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2022,518,46361000,518,518,46361000,518,518,0,171.03,3,518,3
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,RS/2023/5,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2022,-200,-17890000,-200,-200,-17890000,-200,-200,0,227.56,-1,-200,-1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,400,35800000,400,400,35800000,400,400,0,287.71,1,400,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,13/10/2023,SA/2023/339,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2022,975,87213750,975,975,87213750,975,975,0,168.21,1,975,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2022,50,4472500,50,50,4472500,50,50,0,187.43,1,50,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,450,40275000,450,450,40275000,450,450,0,260.69,1,450,1
SEA FREIGHT,IMPORT,,,,,,,,,,,1528,MAHMOUD HALLAK,OPERATION ACTIVITIES,USD,14/08/2024,SA/2024/717,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2022,67.56,6046620,67.56,67.56,6046620,67.56,74.9916,665128.2,294.45,1,67.56,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,17/05/2024,SA/2024/410,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2022,53,4743500,53,53,4743500,53,58.83,521785,266.55,1,53,1
,,,,,,,,,,,,,,,,,,STG-STG-JAD,,STORAGE AT JADRA (VAT),Shipment,Pcs,2022,99,8860500,99,99,8860500,99,109.89,974655,161.73,1,99,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,250,22362500,250,250,22362500,250,250,0,241.86,1,250,1
,,,,,,,,,,,,,,,,3/6/2024,SA/2024/463,STG-STG-JAD,,STORAGE AT JADRA (VAT),Shipment,Pcs,2022,217,19421500,217,217,19421500,217,240.87,2136365,256.93,1,217,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,932,83414000,932,932,83414000,932,932,0,248.75,2,932,2
STORAGE/WAREHOUSING,JIYEH,"AIN L MRAYSEH 
IBN SINA STR
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-013053,388,NEXT SOLAR SARL,OPERATION ACTIVITIES,USD,27/10/2023,SA/2023/473,STG-LD-OF-VAT,,LOADING/OFFLOADING (VAT),Shipment,Pcs,2022,23,2057350,23,23,2057350,23,25.53,216315,293.37,1,23,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,28/10/2024,SA/2024/1156,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2022,500,44750000,500,500,44750000,500,500,0,156.91,1,500,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,21/12/2023,SA/2023/699,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,2751,246214500,2751,2751,246214500,2751,2751,0,172.31,1,2751,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,400,35800000,400,400,35800000,400,400,0,224.96,1,400,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,370,0,208.38,1,370,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,16/10/2024,SA/2024/1092,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,1300,116350000,1300,1300,116350000,1300,1300,0,237.77,7,1300,7
SEA FREIGHT,EXPORT,القبة- الضنية - شارع الرز مقابل ثكنة الجيش و  بناية شاكر الصمد,,Pcs,GIFCO 2023,DEFAULT,Tripoli,Default,,,GFC-003814,441,SHAKER ALI AL SAMAD & PARTNERS CO,OPERATION ACTIVITIES,USD,5/10/2023,SA/2023/265,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,25,2236250,25,25,2236250,25,25,0,202.43,1,25,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,25/04/2024,SA/2024/359,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2022,98,8771000,98,98,8771000,98,108.78,964810,222.45,2,98,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,17/01/2024,SA/2024/59,SF-IMP-LOC-TRP-VAT,,LOCAL TRANSPORTATION (VAT),Shipment,Pcs,2022,256.76,22980020,256.76,256.76,22980020,256.76,285.0035,2527793.25,175.47,1,256.76,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,26/01/2024,SA/2024/82,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,1475,132012500,1475,1475,132012500,1475,1475,0,276.35,1,1475,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2022,875,78268750,875,875,78268750,875,875,0,227.09,1,875,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,29/11/2023,SA/2023/629,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2022,375,33450000,375,375,33450000,375,416.25,3526875,289.87,1,375,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,366,32757000,366,366,32757000,366,366,0,222.58,1,366,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,26/12/2024,SA/2024/1377,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,370,0,171.56,1,370,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,2080,186056000,2080,2080,186056000,2080,2080,0,216.39,1,2080,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,1375,122993750,1375,1375,122993750,1375,1375,0,239.45,2,1375,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-LOC-TRSP,,LOCAL TRANSPORTATION FOR EXPORTED CARGO,Shipment,Pcs,2022,150,13417500,150,150,13417500,150,150,0,191.26,1,150,1
,,,,,,,,,,,,,,,,16/04/2024,SA/2024/327,STG-LAB-VAT,,LABOR (VAT),Shipment,Pcs,2022,132,11814000,132,132,11814000,132,146.52,1299540,156.66,1,132,1
,,,,,,,,,,,,,,,,30/04/2024,SA/2024/372,STG-STG-JAD,,STORAGE AT JADRA (VAT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,410.7,3642650,181.74,1,370,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,33,2943600,33,33,2943600,33,33,0,260.64,1,33,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,33,2951850,33,33,2951850,33,33,0,218.71,1,33,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,26/06/2024,SA/2024/528,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,15,1342500,15,15,1342500,15,15,0,174.38,1,15,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2022,350,31325000,350,350,31325000,350,350,0,281.41,1,350,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,975,87213750,975,975,87213750,975,975,0,251.07,1,975,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,875,78268750,875,875,78268750,875,875,0,177.09,1,875,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2022,160,14320000,160,160,14320000,160,177.6,1575200,163.58,4,160,4
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/566,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2022,200,17900000,200,200,17900000,200,200,0,154.33,1,200,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,500,44750000,500,500,44750000,500,500,0,205.82,2,500,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2022,33500,2998250000,33500,33500,2998250000,33500,33500,0,253.37,1,33500,1
SEA FREIGHT,,"ELOBOUR MARKET 
HOSSA 6 KIRAT 
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1486,EL SAMA FOR IMPORT AND EXPORT,OPERATION ACTIVITIES,USD,7/5/2024,RS/2024/14,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,-100,-8950000,-100,-100,-8950000,-100,-100,0,239.46,-1,-100,-1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,15/09/2023,SA/2023/152,AF-EXP-EXW,,EX WORKS FOR AIRFREIGH CARGO,Shipment,Pcs,2022,351,31344300,351,351,31344300,351,351,0,169.86,3,351,3
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,500,44725000,500,500,44725000,500,500,0,238.47,1,500,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,8/1/2024,SA/2024/28,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,3650,326675000,3650,3650,326675000,3650,3650,0,275.95,1,3650,1
,,,,,,,,,,,,,,,,26/09/2023,SA/2023/193,STG-LAB-VAT,,LABOR (VAT),Shipment,Pcs,2022,165,14759250,165,165,14759250,165,183.15,1551825,225.29,1,165,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2022,350,31325000,350,350,31325000,350,388.5,3445750,226.72,1,350,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,21/08/2023,SA/2023/39,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,295,26255000,295,295,26255000,295,295,0,269.17,2,282.5,2
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,,,AF-EXP-CF,,EXPORT FORMALITIES AF CARGO,Shipment,Pcs,2022,35,3132500,35,35,3132500,35,35,0,201.86,1,35,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2022,185,16557500,185,185,16557500,185,205.35,1821325,253.45,4,185,4
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-DR-INSP,,DRUG INSPECTION,Shipment,Pcs,2022,250,22375000,250,250,22375000,250,250,0,258.3,1,198.23,1
,,,,,,,,,,,,,,,,16/04/2024,SA/2024/327,STG-LAB-VAT,,LABOR (VAT),Shipment,Pcs,2022,132,11814000,132,132,11814000,132,146.52,1299540,252.67,1,132,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,370,0,271.29,1,370,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,99,8830800,99,99,8830800,99,99,0,226.77,1,99,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2022,50,4472500,50,50,4472500,50,50,0,195.16,1,50,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/358,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2022,350,31307500,350,350,31307500,350,350,0,265.41,1,350,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/1122,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,135,12082500,135,135,12082500,135,135,0,232.47,1,135,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-LOC-TRP-VAT,,LOCAL TRANSPORTATION (VAT),Shipment,Pcs,2022,220,19690000,220,220,19690000,220,244.2,2165900,175.67,1,220,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2022,100,8950000,100,100,8950000,100,100,0,183.6,1,100,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,975,87213750,975,975,87213750,975,975,0,179.61,1,975,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,5500,492250000,5500,5500,492250000,5500,5500,0,253.37,5,5500,5
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,15/11/2024,SA/2024/1233,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2022,160,14320000,160,160,14320000,160,177.6,1575200,285.68,1,160,1
AIR FREIGHT,EXPORT,"Mekalles - Matn
MAT Building – Ground Floor",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1571,MAT Trick SARL,OPERATION ACTIVITIES,EUR,1/7/2024,SA/2024/540,AF-EXP-ADD,,AIR FREIGHT EXPORT ADDITIONAL CHARGES,Shipment,Pcs,2022,1872,181567432.8,2028.6864,1872,181567432.8,2028.6864,1872,0,256.83,2,1872,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/1230,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,45,4027500,45,45,4027500,45,45,0,208.25,1,45,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,850,76032500,850,850,76032500,850,850,0,275.04,1,850,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,365,32667500,365,365,32667500,365,365,0,152.1,1,365,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/876,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,370,0,214.21,1,370,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2022,125,11181250,125,125,11181250,125,138.75,1175625,280.39,1,125,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,3750,335437500,3750,3750,335437500,3750,3750,0,208.04,1,3750,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-DR-INSP,,DRUG INSPECTION,Shipment,Pcs,2022,250,22375000,250,250,22375000,250,250,0,183.27,1,250,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/270,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,165,14759250,165,165,14759250,165,165,0,155.65,5,165,5
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,2/9/2024,SA/2024/843,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,45,4027500,45,45,4027500,45,45,0,280.76,1,45,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2022,65,5814250,65,65,5814250,65,65,0,218.85,1,65,1
SEA FREIGHT,IMPORT,"Tianjin pilot free trade zone
No.3 Yunnan Road Tianjin",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1599,TIANJIN FREE TRADE SERVICES CO LTD,OPERATION ACTIVITIES,LBP,4/9/2024,SA/2024/873,SF-IMP-BANK,,BANK CHARGES,Shipment,Pcs,2022,8000000,8000000,89.36,8000000,8000000,89.36,8000000,0,204.54,1,8000000,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/677,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,44,3938000,44,44,3938000,44,44,0,151.47,1,44,1
AIR FREIGHT,EXPORT,"Zalka
Fransabank bldg GF
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-012187,437,Screamer Electrronic Services SAL,OPERATION ACTIVITIES,USD,20/10/2023,SA/2023/410,AF-EXP-CF,,EXPORT FORMALITIES AF CARGO,Shipment,Pcs,2022,255,22809750,255,255,22809750,255,255,0,207.82,2,255,2
SEA FREIGHT,CLEARANCE ,Damascus,,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-013012,472,TFTAFEH CO.,OPERATION ACTIVITIES,USD,8/9/2023,SA/2023/107,SF-IMP-ADD-IMP ,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,850,75905000,850,850,75905000,850,850,0,150.62,1,850,1
,,,,,,,,,,,,,,,,30/11/2023,SA/2023/639,STG-TRSP-VAT,,TRANSPORTATION FROM-TO WAREHOUSE (VAT),Shipment,Pcs,2022,700,62440000,700,700,62440000,700,777,6583500,158.58,1,700,1
SEA FREIGHT,EXPORT,"City: Baalbek
حي العسيرة",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1576,Jaafar Lakkis,OPERATION ACTIVITIES,USD,2/7/2024,SA/2024/543,SF-EXP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,200,17900000,200,200,17900000,200,200,0,192.89,1,200,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2022,527.8,47238100,527.8,527.8,47238100,527.8,527.8,0,157.51,1,527.8,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,27/10/2023,SA/2023/473,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2022,23,2057350,23,23,2057350,23,25.53,216315,240.68,1,23,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2022,100,8950000,100,100,8950000,100,100,0,189.97,1,100,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,4/9/2023,SA/2023/82,AF-EXP-EXW,,EX WORKS FOR AIRFREIGH CARGO,Shipment,Pcs,2022,225,20092500,225,225,20092500,225,225,0,192.94,3,225,3
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/455,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2022,25,2236250,25,25,2236250,25,25,0,150.06,1,19.45,1
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,,21/08/2023,SA/2023/29,AF-IMP-DO-VAT,,DELIVERY ORDER FOR IMP CARGO (VAT),Shipment,Pcs,2022,54.05,4810450,54.05,54.05,4810450,54.05,59.9954,529140.6,195.1,1,54.05,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2022,370,33115000,370,370,33115000,370,370,0,195.92,1,370,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,12/10/2023,SA/2023/326,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2022,230,20573500,230,230,20573500,230,255.3,2163150,233.73,2,230,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-DR-INSP,,DRUG INSPECTION,Shipment,Pcs,2022,250,22375000,250,250,22375000,250,250,0,253.19,1,250,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/230,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2022,175,15662500,175,175,15662500,175,175,0,287.42,1,175,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-LOC-TRSP,,LOCAL TRANSPORTATION FOR EXPORTED CARGO,Shipment,Pcs,2022,275,24612500,275,275,24612500,275,275,0,273.55,1,275,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/749,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2022,44,3938000,44,44,3938000,44,44,0,275.67,1,44,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,30/07/2024,SA/2024/634,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2022,80,7160000,80,80,7160000,80,88.8,787600,194.77,2,80,2
AIR FREIGHT,IMPORT,,,,,,,,,,,,,,,,,AF-IMP-FRT,,AIR FREIGHT - IMPORT,Shipment,Pcs,2022,385,34342000,385,385,34342000,385,385,0,227.51,1,385,1
,,,,,,,,,,,,,,,,14/09/2023,SA/2023/142,STG-TRSP-VAT,,TRANSPORTATION FROM-TO WAREHOUSE (VAT),Shipment,Pcs,2022,120,10716000,120,120,10716000,120,133.2,1128600,231.63,1,120,1
